"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"State"	"State Code"	Population
	"22 years"	"22"	"2013"	"2013"	"New York"	"36"	292137
	"22 years"	"22"	"2013"	"2013"	"North Carolina"	"37"	141120
	"22 years"	"22"	"2013"	"2013"	"North Dakota"	"38"	14683
	"22 years"	"22"	"2013"	"2013"	"Ohio"	"39"	160720
	"22 years"	"22"	"2013"	"2013"	"Oklahoma"	"40"	60703
	"22 years"	"22"	"2013"	"2013"	"Oregon"	"41"	55906
	"22 years"	"22"	"2013"	"2013"	"Pennsylvania"	"42"	173512
	"22 years"	"22"	"2013"	"2013"	"Rhode Island"	"44"	15864
	"22 years"	"22"	"2013"	"2013"	"South Carolina"	"45"	71930
	"22 years"	"22"	"2013"	"2013"	"South Dakota"	"46"	11996
	"22 years"	"22"	"2013"	"2013"	"Tennessee"	"47"	96516
	"22 years"	"22"	"2013"	"2013"	"Texas"	"48"	401530
	"22 years"	"22"	"2013"	"2013"	"Utah"	"49"	53842
	"22 years"	"22"	"2013"	"2013"	"Vermont"	"50"	8927
	"22 years"	"22"	"2013"	"2013"	"Virginia"	"51"	121446
	"22 years"	"22"	"2013"	"2013"	"Washington"	"53"	101869
	"22 years"	"22"	"2013"	"2013"	"West Virginia"	"54"	26677
	"22 years"	"22"	"2013"	"2013"	"Wisconsin"	"55"	82344
	"22 years"	"22"	"2013"	"2013"	"Wyoming"	"56"	9153
	"22 years"	"22"	"2014"	"2014"	"Alabama"	"01"	70809
	"22 years"	"22"	"2014"	"2014"	"Alaska"	"02"	12287
	"22 years"	"22"	"2014"	"2014"	"Arizona"	"04"	97861
	"22 years"	"22"	"2014"	"2014"	"Arkansas"	"05"	42410
	"22 years"	"22"	"2014"	"2014"	"California"	"06"	580229
	"22 years"	"22"	"2014"	"2014"	"Colorado"	"08"	77256
	"22 years"	"22"	"2014"	"2014"	"Connecticut"	"09"	48325
	"22 years"	"22"	"2014"	"2014"	"Delaware"	"10"	12341
	"22 years"	"22"	"2014"	"2014"	"District of Columbia"	"11"	11159
	"22 years"	"22"	"2014"	"2014"	"Florida"	"12"	260868
	"22 years"	"22"	"2014"	"2014"	"Georgia"	"13"	148738
	"22 years"	"22"	"2014"	"2014"	"Hawaii"	"15"	20757
	"22 years"	"22"	"2014"	"2014"	"Idaho"	"16"	23194
	"22 years"	"22"	"2014"	"2014"	"Illinois"	"17"	184448
	"22 years"	"22"	"2014"	"2014"	"Indiana"	"18"	101711
	"22 years"	"22"	"2014"	"2014"	"Iowa"	"19"	48886
	"22 years"	"22"	"2014"	"2014"	"Kansas"	"20"	45608
	"22 years"	"22"	"2014"	"2014"	"Kentucky"	"21"	64069
	"22 years"	"22"	"2014"	"2014"	"Louisiana"	"22"	70435
	"22 years"	"22"	"2014"	"2014"	"Maine"	"23"	15653
	"22 years"	"22"	"2014"	"2014"	"Maryland"	"24"	79219
	"22 years"	"22"	"2014"	"2014"	"Massachusetts"	"25"	98620
	"22 years"	"22"	"2014"	"2014"	"Michigan"	"26"	148448
	"22 years"	"22"	"2014"	"2014"	"Minnesota"	"27"	76024
	"22 years"	"22"	"2014"	"2014"	"Mississippi"	"28"	45821
	"22 years"	"22"	"2014"	"2014"	"Missouri"	"29"	90155
	"22 years"	"22"	"2014"	"2014"	"Montana"	"30"	15567
	"22 years"	"22"	"2014"	"2014"	"Nebraska"	"31"	28744
	"22 years"	"22"	"2014"	"2014"	"Nevada"	"32"	37014
	"22 years"	"22"	"2014"	"2014"	"New Hampshire"	"33"	18354
	"22 years"	"22"	"2014"	"2014"	"New Jersey"	"34"	115797
	"22 years"	"22"	"2014"	"2014"	"New Mexico"	"35"	31080
	"22 years"	"22"	"2014"	"2014"	"New York"	"36"	281895
	"22 years"	"22"	"2014"	"2014"	"North Carolina"	"37"	140817
	"22 years"	"22"	"2014"	"2014"	"North Dakota"	"38"	15284
	"22 years"	"22"	"2014"	"2014"	"Ohio"	"39"	160486
	"22 years"	"22"	"2014"	"2014"	"Oklahoma"	"40"	59473
	"22 years"	"22"	"2014"	"2014"	"Oregon"	"41"	54017
	"22 years"	"22"	"2014"	"2014"	"Pennsylvania"	"42"	172273
	"22 years"	"22"	"2014"	"2014"	"Rhode Island"	"44"	15425
	"22 years"	"22"	"2014"	"2014"	"South Carolina"	"45"	69889
	"22 years"	"22"	"2014"	"2014"	"South Dakota"	"46"	12946
	"22 years"	"22"	"2014"	"2014"	"Tennessee"	"47"	93951
	"22 years"	"22"	"2014"	"2014"	"Texas"	"48"	406857
	"22 years"	"22"	"2014"	"2014"	"Utah"	"49"	52517
	"22 years"	"22"	"2014"	"2014"	"Vermont"	"50"	9487
	"22 years"	"22"	"2014"	"2014"	"Virginia"	"51"	121417
	"22 years"	"22"	"2014"	"2014"	"Washington"	"53"	99672
	"22 years"	"22"	"2014"	"2014"	"West Virginia"	"54"	25414
	"22 years"	"22"	"2014"	"2014"	"Wisconsin"	"55"	85950
	"22 years"	"22"	"2014"	"2014"	"Wyoming"	"56"	8752
	"22 years"	"22"	"2015"	"2015"	"Alabama"	"01"	68387
	"22 years"	"22"	"2015"	"2015"	"Alaska"	"02"	11690
	"22 years"	"22"	"2015"	"2015"	"Arizona"	"04"	96337
	"22 years"	"22"	"2015"	"2015"	"Arkansas"	"05"	41507
	"22 years"	"22"	"2015"	"2015"	"California"	"06"	565508
	"22 years"	"22"	"2015"	"2015"	"Colorado"	"08"	77953
	"22 years"	"22"	"2015"	"2015"	"Connecticut"	"09"	50410
	"22 years"	"22"	"2015"	"2015"	"Delaware"	"10"	12015
	"22 years"	"22"	"2015"	"2015"	"District of Columbia"	"11"	11357
	"22 years"	"22"	"2015"	"2015"	"Florida"	"12"	254728
	"22 years"	"22"	"2015"	"2015"	"Georgia"	"13"	146277
	"22 years"	"22"	"2015"	"2015"	"Hawaii"	"15"	19641
	"22 years"	"22"	"2015"	"2015"	"Idaho"	"16"	22487
	"22 years"	"22"	"2015"	"2015"	"Illinois"	"17"	179333
	"22 years"	"22"	"2015"	"2015"	"Indiana"	"18"	95616
	"22 years"	"22"	"2015"	"2015"	"Iowa"	"19"	47415
	"22 years"	"22"	"2015"	"2015"	"Kansas"	"20"	44048
	"22 years"	"22"	"2015"	"2015"	"Kentucky"	"21"	61854
	"22 years"	"22"	"2015"	"2015"	"Louisiana"	"22"	67727
	"22 years"	"22"	"2015"	"2015"	"Maine"	"23"	15465
	"22 years"	"22"	"2015"	"2015"	"Maryland"	"24"	80034
	"22 years"	"22"	"2015"	"2015"	"Massachusetts"	"25"	99813
	"22 years"	"22"	"2015"	"2015"	"Michigan"	"26"	145410
	"22 years"	"22"	"2015"	"2015"	"Minnesota"	"27"	74430
	"22 years"	"22"	"2015"	"2015"	"Mississippi"	"28"	44230
	"22 years"	"22"	"2015"	"2015"	"Missouri"	"29"	85605
	"22 years"	"22"	"2015"	"2015"	"Montana"	"30"	15316
	"22 years"	"22"	"2015"	"2015"	"Nebraska"	"31"	27817
	"22 years"	"22"	"2015"	"2015"	"Nevada"	"32"	36866
	"22 years"	"22"	"2015"	"2015"	"New Hampshire"	"33"	18467
	"22 years"	"22"	"2015"	"2015"	"New Jersey"	"34"	116027
	"22 years"	"22"	"2015"	"2015"	"New Mexico"	"35"	29770
	"22 years"	"22"	"2015"	"2015"	"New York"	"36"	283015
	"22 years"	"22"	"2015"	"2015"	"North Carolina"	"37"	140349
	"22 years"	"22"	"2015"	"2015"	"North Dakota"	"38"	15075
	"22 years"	"22"	"2015"	"2015"	"Ohio"	"39"	155462
	"22 years"	"22"	"2015"	"2015"	"Oklahoma"	"40"	56780
	"22 years"	"22"	"2015"	"2015"	"Oregon"	"41"	52934
	"22 years"	"22"	"2015"	"2015"	"Pennsylvania"	"42"	168446
	"22 years"	"22"	"2015"	"2015"	"Rhode Island"	"44"	15616
	"22 years"	"22"	"2015"	"2015"	"South Carolina"	"45"	68160
	"22 years"	"22"	"2015"	"2015"	"South Dakota"	"46"	12289
	"22 years"	"22"	"2015"	"2015"	"Tennessee"	"47"	91522
	"22 years"	"22"	"2015"	"2015"	"Texas"	"48"	400782
	"22 years"	"22"	"2015"	"2015"	"Utah"	"49"	51016
	"22 years"	"22"	"2015"	"2015"	"Vermont"	"50"	9487
	"22 years"	"22"	"2015"	"2015"	"Virginia"	"51"	120657
	"22 years"	"22"	"2015"	"2015"	"Washington"	"53"	97422
	"22 years"	"22"	"2015"	"2015"	"West Virginia"	"54"	24201
	"22 years"	"22"	"2015"	"2015"	"Wisconsin"	"55"	84165
	"22 years"	"22"	"2015"	"2015"	"Wyoming"	"56"	8629
	"22 years"	"22"	"2016"	"2016"	"Alabama"	"01"	67693
	"22 years"	"22"	"2016"	"2016"	"Alaska"	"02"	11307
	"22 years"	"22"	"2016"	"2016"	"Arizona"	"04"	97040
	"22 years"	"22"	"2016"	"2016"	"Arkansas"	"05"	41059
	"22 years"	"22"	"2016"	"2016"	"California"	"06"	562370
	"22 years"	"22"	"2016"	"2016"	"Colorado"	"08"	77544
	"22 years"	"22"	"2016"	"2016"	"Connecticut"	"09"	48961
	"22 years"	"22"	"2016"	"2016"	"Delaware"	"10"	11748
	"22 years"	"22"	"2016"	"2016"	"District of Columbia"	"11"	10870
	"22 years"	"22"	"2016"	"2016"	"Florida"	"12"	256156
	"22 years"	"22"	"2016"	"2016"	"Georgia"	"13"	145989
	"22 years"	"22"	"2016"	"2016"	"Hawaii"	"15"	20224
	"22 years"	"22"	"2016"	"2016"	"Idaho"	"16"	22930
	"22 years"	"22"	"2016"	"2016"	"Illinois"	"17"	177249
	"22 years"	"22"	"2016"	"2016"	"Indiana"	"18"	96019
	"22 years"	"22"	"2016"	"2016"	"Iowa"	"19"	46897
	"22 years"	"22"	"2016"	"2016"	"Kansas"	"20"	43501
	"22 years"	"22"	"2016"	"2016"	"Kentucky"	"21"	61522
	"22 years"	"22"	"2016"	"2016"	"Louisiana"	"22"	66638
	"22 years"	"22"	"2016"	"2016"	"Maine"	"23"	15076
	"22 years"	"22"	"2016"	"2016"	"Maryland"	"24"	76992
	"22 years"	"22"	"2016"	"2016"	"Massachusetts"	"25"	99007
	"22 years"	"22"	"2016"	"2016"	"Michigan"	"26"	142782
	"22 years"	"22"	"2016"	"2016"	"Minnesota"	"27"	74052
	"22 years"	"22"	"2016"	"2016"	"Mississippi"	"28"	43076
	"22 years"	"22"	"2016"	"2016"	"Missouri"	"29"	84503
	"22 years"	"22"	"2016"	"2016"	"Montana"	"30"	14954
	"22 years"	"22"	"2016"	"2016"	"Nebraska"	"31"	27576
	"22 years"	"22"	"2016"	"2016"	"Nevada"	"32"	37066
	"22 years"	"22"	"2016"	"2016"	"New Hampshire"	"33"	17730
	"22 years"	"22"	"2016"	"2016"	"New Jersey"	"34"	113656
	"22 years"	"22"	"2016"	"2016"	"New Mexico"	"35"	29021
	"22 years"	"22"	"2016"	"2016"	"New York"	"36"	277244
	"22 years"	"22"	"2016"	"2016"	"North Carolina"	"37"	138810
	"22 years"	"22"	"2016"	"2016"	"North Dakota"	"38"	14488
	"22 years"	"22"	"2016"	"2016"	"Ohio"	"39"	153075
	"22 years"	"22"	"2016"	"2016"	"Oklahoma"	"40"	56256
	"22 years"	"22"	"2016"	"2016"	"Oregon"	"41"	53514
	"22 years"	"22"	"2016"	"2016"	"Pennsylvania"	"42"	165478
	"22 years"	"22"	"2016"	"2016"	"Rhode Island"	"44"	15252
	"22 years"	"22"	"2016"	"2016"	"South Carolina"	"45"	67322
	"22 years"	"22"	"2016"	"2016"	"South Dakota"	"46"	12167
	"22 years"	"22"	"2016"	"2016"	"Tennessee"	"47"	91817
	"22 years"	"22"	"2016"	"2016"	"Texas"	"48"	400721
	"22 years"	"22"	"2016"	"2016"	"Utah"	"49"	52340
	"22 years"	"22"	"2016"	"2016"	"Vermont"	"50"	9201
	"22 years"	"22"	"2016"	"2016"	"Virginia"	"51"	119055
	"22 years"	"22"	"2016"	"2016"	"Washington"	"53"	97358
	"22 years"	"22"	"2016"	"2016"	"West Virginia"	"54"	23808
	"22 years"	"22"	"2016"	"2016"	"Wisconsin"	"55"	83313
	"22 years"	"22"	"2016"	"2016"	"Wyoming"	"56"	8477
	"23 years"	"23"	"2009"	"2009"	"Alabama"	"01"	65722
	"23 years"	"23"	"2009"	"2009"	"Alaska"	"02"	10454
	"23 years"	"23"	"2009"	"2009"	"Arizona"	"04"	87502
	"23 years"	"23"	"2009"	"2009"	"Arkansas"	"05"	38545
	"23 years"	"23"	"2009"	"2009"	"California"	"06"	542083
	"23 years"	"23"	"2009"	"2009"	"Colorado"	"08"	69929
	"23 years"	"23"	"2009"	"2009"	"Connecticut"	"09"	43940
	"23 years"	"23"	"2009"	"2009"	"Delaware"	"10"	11619
	"23 years"	"23"	"2009"	"2009"	"District of Columbia"	"11"	12428
	"23 years"	"23"	"2009"	"2009"	"Florida"	"12"	240667
	"23 years"	"23"	"2009"	"2009"	"Georgia"	"13"	134219
	"23 years"	"23"	"2009"	"2009"	"Hawaii"	"15"	19733
	"23 years"	"23"	"2009"	"2009"	"Idaho"	"16"	21853
	"23 years"	"23"	"2009"	"2009"	"Illinois"	"17"	177966
	"23 years"	"23"	"2009"	"2009"	"Indiana"	"18"	85332
	"23 years"	"23"	"2009"	"2009"	"Iowa"	"19"	40169
	"23 years"	"23"	"2009"	"2009"	"Kansas"	"20"	40514
	"23 years"	"23"	"2009"	"2009"	"Kentucky"	"21"	57057
	"23 years"	"23"	"2009"	"2009"	"Louisiana"	"22"	67953
	"23 years"	"23"	"2009"	"2009"	"Maine"	"23"	14990
	"23 years"	"23"	"2009"	"2009"	"Maryland"	"24"	77418
	"23 years"	"23"	"2009"	"2009"	"Massachusetts"	"25"	91524
	"23 years"	"23"	"2009"	"2009"	"Michigan"	"26"	126218
	"23 years"	"23"	"2009"	"2009"	"Minnesota"	"27"	71632
	"23 years"	"23"	"2009"	"2009"	"Mississippi"	"28"	41823
	"23 years"	"23"	"2009"	"2009"	"Missouri"	"29"	82152
	"23 years"	"23"	"2009"	"2009"	"Montana"	"30"	13548
	"23 years"	"23"	"2009"	"2009"	"Nebraska"	"31"	25689
	"23 years"	"23"	"2009"	"2009"	"Nevada"	"32"	36412
	"23 years"	"23"	"2009"	"2009"	"New Hampshire"	"33"	15605
	"23 years"	"23"	"2009"	"2009"	"New Jersey"	"34"	108272
	"23 years"	"23"	"2009"	"2009"	"New Mexico"	"35"	27807
	"23 years"	"23"	"2009"	"2009"	"New York"	"36"	275400
	"23 years"	"23"	"2009"	"2009"	"North Carolina"	"37"	127399
	"23 years"	"23"	"2009"	"2009"	"North Dakota"	"38"	11773
	"23 years"	"23"	"2009"	"2009"	"Ohio"	"39"	146369
	"23 years"	"23"	"2009"	"2009"	"Oklahoma"	"40"	53198
	"23 years"	"23"	"2009"	"2009"	"Oregon"	"41"	50497
	"23 years"	"23"	"2009"	"2009"	"Pennsylvania"	"42"	162248
	"23 years"	"23"	"2009"	"2009"	"Rhode Island"	"44"	13772
	"23 years"	"23"	"2009"	"2009"	"South Carolina"	"45"	62113
	"23 years"	"23"	"2009"	"2009"	"South Dakota"	"46"	11519
	"23 years"	"23"	"2009"	"2009"	"Tennessee"	"47"	83907
	"23 years"	"23"	"2009"	"2009"	"Texas"	"48"	362198
	"23 years"	"23"	"2009"	"2009"	"Utah"	"49"	47048
	"23 years"	"23"	"2009"	"2009"	"Vermont"	"50"	7641
	"23 years"	"23"	"2009"	"2009"	"Virginia"	"51"	113719
	"23 years"	"23"	"2009"	"2009"	"Washington"	"53"	93432
	"23 years"	"23"	"2009"	"2009"	"West Virginia"	"54"	22450
	"23 years"	"23"	"2009"	"2009"	"Wisconsin"	"55"	76299
	"23 years"	"23"	"2009"	"2009"	"Wyoming"	"56"	8358
	"23 years"	"23"	"2010"	"2010"	"Alabama"	"01"	64927
	"23 years"	"23"	"2010"	"2010"	"Alaska"	"02"	11014
	"23 years"	"23"	"2010"	"2010"	"Arizona"	"04"	86511
	"23 years"	"23"	"2010"	"2010"	"Arkansas"	"05"	38395
	"23 years"	"23"	"2010"	"2010"	"California"	"06"	545044
	"23 years"	"23"	"2010"	"2010"	"Colorado"	"08"	70458
	"23 years"	"23"	"2010"	"2010"	"Connecticut"	"09"	43948
	"23 years"	"23"	"2010"	"2010"	"Delaware"	"10"	11744
	"23 years"	"23"	"2010"	"2010"	"District of Columbia"	"11"	13147
	"23 years"	"23"	"2010"	"2010"	"Florida"	"12"	241073
	"23 years"	"23"	"2010"	"2010"	"Georgia"	"13"	132687
	"23 years"	"23"	"2010"	"2010"	"Hawaii"	"15"	19719
	"23 years"	"23"	"2010"	"2010"	"Idaho"	"16"	21305
	"23 years"	"23"	"2010"	"2010"	"Illinois"	"17"	173798
	"23 years"	"23"	"2010"	"2010"	"Indiana"	"18"	84776
	"23 years"	"23"	"2010"	"2010"	"Iowa"	"19"	39313
	"23 years"	"23"	"2010"	"2010"	"Kansas"	"20"	40191
	"23 years"	"23"	"2010"	"2010"	"Kentucky"	"21"	56637
	"23 years"	"23"	"2010"	"2010"	"Louisiana"	"22"	67656
	"23 years"	"23"	"2010"	"2010"	"Maine"	"23"	14978
	"23 years"	"23"	"2010"	"2010"	"Maryland"	"24"	78502
	"23 years"	"23"	"2010"	"2010"	"Massachusetts"	"25"	91509
	"23 years"	"23"	"2010"	"2010"	"Michigan"	"26"	125893
	"23 years"	"23"	"2010"	"2010"	"Minnesota"	"27"	69393
	"23 years"	"23"	"2010"	"2010"	"Mississippi"	"28"	40514
	"23 years"	"23"	"2010"	"2010"	"Missouri"	"29"	80214
	"23 years"	"23"	"2010"	"2010"	"Montana"	"30"	13280
	"23 years"	"23"	"2010"	"2010"	"Nebraska"	"31"	25326
	"23 years"	"23"	"2010"	"2010"	"Nevada"	"32"	35989
	"23 years"	"23"	"2010"	"2010"	"New Hampshire"	"33"	15442
	"23 years"	"23"	"2010"	"2010"	"New Jersey"	"34"	108239
	"23 years"	"23"	"2010"	"2010"	"New Mexico"	"35"	28278
	"23 years"	"23"	"2010"	"2010"	"New York"	"36"	276850
	"23 years"	"23"	"2010"	"2010"	"North Carolina"	"37"	127507
	"23 years"	"23"	"2010"	"2010"	"North Dakota"	"38"	11415
	"23 years"	"23"	"2010"	"2010"	"Ohio"	"39"	145906
	"23 years"	"23"	"2010"	"2010"	"Oklahoma"	"40"	52691
	"23 years"	"23"	"2010"	"2010"	"Oregon"	"41"	49827
	"23 years"	"23"	"2010"	"2010"	"Pennsylvania"	"42"	165054
	"23 years"	"23"	"2010"	"2010"	"Rhode Island"	"44"	14584
	"23 years"	"23"	"2010"	"2010"	"South Carolina"	"45"	62517
	"23 years"	"23"	"2010"	"2010"	"South Dakota"	"46"	11248
	"23 years"	"23"	"2010"	"2010"	"Tennessee"	"47"	83288
	"23 years"	"23"	"2010"	"2010"	"Texas"	"48"	363307
	"23 years"	"23"	"2010"	"2010"	"Utah"	"49"	46703
	"23 years"	"23"	"2010"	"2010"	"Vermont"	"50"	7753
	"23 years"	"23"	"2010"	"2010"	"Virginia"	"51"	112360
	"23 years"	"23"	"2010"	"2010"	"Washington"	"53"	91308
	"23 years"	"23"	"2010"	"2010"	"West Virginia"	"54"	22347
	"23 years"	"23"	"2010"	"2010"	"Wisconsin"	"55"	74811
	"23 years"	"23"	"2010"	"2010"	"Wyoming"	"56"	7889
	"23 years"	"23"	"2011"	"2011"	"Alabama"	"01"	66610
	"23 years"	"23"	"2011"	"2011"	"Alaska"	"02"	11376
	"23 years"	"23"	"2011"	"2011"	"Arizona"	"04"	90257
	"23 years"	"23"	"2011"	"2011"	"Arkansas"	"05"	39497
	"23 years"	"23"	"2011"	"2011"	"California"	"06"	565636
	"23 years"	"23"	"2011"	"2011"	"Colorado"	"08"	71152
	"23 years"	"23"	"2011"	"2011"	"Connecticut"	"09"	43301
	"23 years"	"23"	"2011"	"2011"	"Delaware"	"10"	12845
	"23 years"	"23"	"2011"	"2011"	"District of Columbia"	"11"	12925
	"23 years"	"23"	"2011"	"2011"	"Florida"	"12"	252485
	"23 years"	"23"	"2011"	"2011"	"Georgia"	"13"	136206
	"23 years"	"23"	"2011"	"2011"	"Hawaii"	"15"	19774
	"23 years"	"23"	"2011"	"2011"	"Idaho"	"16"	21521
	"23 years"	"23"	"2011"	"2011"	"Illinois"	"17"	174341
	"23 years"	"23"	"2011"	"2011"	"Indiana"	"18"	86923
	"23 years"	"23"	"2011"	"2011"	"Iowa"	"19"	39355
	"23 years"	"23"	"2011"	"2011"	"Kansas"	"20"	39784
	"23 years"	"23"	"2011"	"2011"	"Kentucky"	"21"	58273
	"23 years"	"23"	"2011"	"2011"	"Louisiana"	"22"	68428
	"23 years"	"23"	"2011"	"2011"	"Maine"	"23"	15430
	"23 years"	"23"	"2011"	"2011"	"Maryland"	"24"	79685
	"23 years"	"23"	"2011"	"2011"	"Massachusetts"	"25"	91428
	"23 years"	"23"	"2011"	"2011"	"Michigan"	"26"	130621
	"23 years"	"23"	"2011"	"2011"	"Minnesota"	"27"	68815
	"23 years"	"23"	"2011"	"2011"	"Mississippi"	"28"	41157
	"23 years"	"23"	"2011"	"2011"	"Missouri"	"29"	80189
	"23 years"	"23"	"2011"	"2011"	"Montana"	"30"	13622
	"23 years"	"23"	"2011"	"2011"	"Nebraska"	"31"	25021
	"23 years"	"23"	"2011"	"2011"	"Nevada"	"32"	37012
	"23 years"	"23"	"2011"	"2011"	"New Hampshire"	"33"	15370
	"23 years"	"23"	"2011"	"2011"	"New Jersey"	"34"	108381
	"23 years"	"23"	"2011"	"2011"	"New Mexico"	"35"	28669
	"23 years"	"23"	"2011"	"2011"	"New York"	"36"	283009
	"23 years"	"23"	"2011"	"2011"	"North Carolina"	"37"	130787
	"23 years"	"23"	"2011"	"2011"	"North Dakota"	"38"	11535
	"23 years"	"23"	"2011"	"2011"	"Ohio"	"39"	150683
	"23 years"	"23"	"2011"	"2011"	"Oklahoma"	"40"	53483
	"23 years"	"23"	"2011"	"2011"	"Oregon"	"41"	50953
	"23 years"	"23"	"2011"	"2011"	"Pennsylvania"	"42"	170766
	"23 years"	"23"	"2011"	"2011"	"Rhode Island"	"44"	15655
	"23 years"	"23"	"2011"	"2011"	"South Carolina"	"45"	65108
	"23 years"	"23"	"2011"	"2011"	"South Dakota"	"46"	11451
	"23 years"	"23"	"2011"	"2011"	"Tennessee"	"47"	85930
	"23 years"	"23"	"2011"	"2011"	"Texas"	"48"	370761
	"23 years"	"23"	"2011"	"2011"	"Utah"	"49"	48262
	"23 years"	"23"	"2011"	"2011"	"Vermont"	"50"	7775
	"23 years"	"23"	"2011"	"2011"	"Virginia"	"51"	112582
	"23 years"	"23"	"2011"	"2011"	"Washington"	"53"	94991
	"23 years"	"23"	"2011"	"2011"	"West Virginia"	"54"	22872
	"23 years"	"23"	"2011"	"2011"	"Wisconsin"	"55"	73934
	"23 years"	"23"	"2011"	"2011"	"Wyoming"	"56"	7710
	"23 years"	"23"	"2012"	"2012"	"Alabama"	"01"	69494
	"23 years"	"23"	"2012"	"2012"	"Alaska"	"02"	11703
	"23 years"	"23"	"2012"	"2012"	"Arizona"	"04"	95368
	"23 years"	"23"	"2012"	"2012"	"Arkansas"	"05"	41181
	"23 years"	"23"	"2012"	"2012"	"California"	"06"	587210
	"23 years"	"23"	"2012"	"2012"	"Colorado"	"08"	73283
	"23 years"	"23"	"2012"	"2012"	"Connecticut"	"09"	41850
	"23 years"	"23"	"2012"	"2012"	"Delaware"	"10"	13772
	"23 years"	"23"	"2012"	"2012"	"District of Columbia"	"11"	12637
	"23 years"	"23"	"2012"	"2012"	"Florida"	"12"	264087
	"23 years"	"23"	"2012"	"2012"	"Georgia"	"13"	142574
	"23 years"	"23"	"2012"	"2012"	"Hawaii"	"15"	20187
	"23 years"	"23"	"2012"	"2012"	"Idaho"	"16"	22724
	"23 years"	"23"	"2012"	"2012"	"Illinois"	"17"	176332
	"23 years"	"23"	"2012"	"2012"	"Indiana"	"18"	88464
	"23 years"	"23"	"2012"	"2012"	"Iowa"	"19"	41013
	"23 years"	"23"	"2012"	"2012"	"Kansas"	"20"	40356
	"23 years"	"23"	"2012"	"2012"	"Kentucky"	"21"	61145
	"23 years"	"23"	"2012"	"2012"	"Louisiana"	"22"	71739
	"23 years"	"23"	"2012"	"2012"	"Maine"	"23"	15423
	"23 years"	"23"	"2012"	"2012"	"Maryland"	"24"	79871
	"23 years"	"23"	"2012"	"2012"	"Massachusetts"	"25"	91207
	"23 years"	"23"	"2012"	"2012"	"Michigan"	"26"	135949
	"23 years"	"23"	"2012"	"2012"	"Minnesota"	"27"	68771
	"23 years"	"23"	"2012"	"2012"	"Mississippi"	"28"	43676
	"23 years"	"23"	"2012"	"2012"	"Missouri"	"29"	82576
	"23 years"	"23"	"2012"	"2012"	"Montana"	"30"	13962
	"23 years"	"23"	"2012"	"2012"	"Nebraska"	"31"	24456
	"23 years"	"23"	"2012"	"2012"	"Nevada"	"32"	39100
	"23 years"	"23"	"2012"	"2012"	"New Hampshire"	"33"	15212
	"23 years"	"23"	"2012"	"2012"	"New Jersey"	"34"	108480
	"23 years"	"23"	"2012"	"2012"	"New Mexico"	"35"	29445
	"23 years"	"23"	"2012"	"2012"	"New York"	"36"	287906
	"23 years"	"23"	"2012"	"2012"	"North Carolina"	"37"	135233
	"23 years"	"23"	"2012"	"2012"	"North Dakota"	"38"	12809
	"23 years"	"23"	"2012"	"2012"	"Ohio"	"39"	154450
	"23 years"	"23"	"2012"	"2012"	"Oklahoma"	"40"	56074
	"23 years"	"23"	"2012"	"2012"	"Oregon"	"41"	53725
	"23 years"	"23"	"2012"	"2012"	"Pennsylvania"	"42"	172958
	"23 years"	"23"	"2012"	"2012"	"Rhode Island"	"44"	15794
	"23 years"	"23"	"2012"	"2012"	"South Carolina"	"45"	68953
	"23 years"	"23"	"2012"	"2012"	"South Dakota"	"46"	11298
	"23 years"	"23"	"2012"	"2012"	"Tennessee"	"47"	91016
	"23 years"	"23"	"2012"	"2012"	"Texas"	"48"	383371
	"23 years"	"23"	"2012"	"2012"	"Utah"	"49"	50615
	"23 years"	"23"	"2012"	"2012"	"Vermont"	"50"	7305
	"23 years"	"23"	"2012"	"2012"	"Virginia"	"51"	114990
	"23 years"	"23"	"2012"	"2012"	"Washington"	"53"	98978
	"23 years"	"23"	"2012"	"2012"	"West Virginia"	"54"	24105
	"23 years"	"23"	"2012"	"2012"	"Wisconsin"	"55"	74585
	"23 years"	"23"	"2012"	"2012"	"Wyoming"	"56"	8526
	"23 years"	"23"	"2013"	"2013"	"Alabama"	"01"	74102
	"23 years"	"23"	"2013"	"2013"	"Alaska"	"02"	12720
	"23 years"	"23"	"2013"	"2013"	"Arizona"	"04"	101257
	"23 years"	"23"	"2013"	"2013"	"Arkansas"	"05"	43259
	"23 years"	"23"	"2013"	"2013"	"California"	"06"	616799
	"23 years"	"23"	"2013"	"2013"	"Colorado"	"08"	77369
	"23 years"	"23"	"2013"	"2013"	"Connecticut"	"09"	42715
	"23 years"	"23"	"2013"	"2013"	"Delaware"	"10"	13520
	"23 years"	"23"	"2013"	"2013"	"District of Columbia"	"11"	12015
	"23 years"	"23"	"2013"	"2013"	"Florida"	"12"	280222
	"23 years"	"23"	"2013"	"2013"	"Georgia"	"13"	148814
	"23 years"	"23"	"2013"	"2013"	"Hawaii"	"15"	21164
	"23 years"	"23"	"2013"	"2013"	"Idaho"	"16"	23297
	"23 years"	"23"	"2013"	"2013"	"Illinois"	"17"	183657
	"23 years"	"23"	"2013"	"2013"	"Indiana"	"18"	93122
	"23 years"	"23"	"2013"	"2013"	"Iowa"	"19"	43298
	"23 years"	"23"	"2013"	"2013"	"Kansas"	"20"	42127
