"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"27 years"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	Suppressed	322801	Suppressed
	"27 years"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	Suppressed	324338	Suppressed
	"27 years"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	Suppressed	331628	Suppressed
	"27 years"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	Suppressed	345830	Suppressed
	"27 years"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	Suppressed	368748	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	Suppressed	1451797	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	Suppressed	1402230	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	Suppressed	1446155	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	Suppressed	1405391	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	Suppressed	1448368	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	Suppressed	1474707	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	Suppressed	1520165	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	Suppressed	1609230	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	Suppressed	1626785	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	Suppressed	1607629	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	Suppressed	1600615	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	Suppressed	1569763	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	Suppressed	1617756	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	Suppressed	1600935	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	Suppressed	1595091	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	Suppressed	1621929	Suppressed
	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	Suppressed	1648889	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	Suppressed	22393	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	Suppressed	22153	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	Suppressed	23227	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	Suppressed	24031	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	Suppressed	25559	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	Suppressed	26305	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	Suppressed	28018	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	Suppressed	30417	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	Suppressed	31776	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	Suppressed	33208	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	Suppressed	34938	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	Suppressed	34288	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2012"	"2012"	Suppressed	35334	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2013"	"2013"	Suppressed	35722	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2014"	"2014"	Suppressed	35764	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	Suppressed	36876	Suppressed
	"27 years"	"27"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	Suppressed	37815	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	Suppressed	106772	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	Suppressed	109455	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	Suppressed	115073	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	Suppressed	113317	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	Suppressed	114409	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	Suppressed	116689	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	Suppressed	123872	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	Suppressed	130321	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	Suppressed	133860	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	Suppressed	133727	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	Suppressed	132930	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	Suppressed	134865	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	Suppressed	141659	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	Suppressed	144274	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	Suppressed	149465	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	Suppressed	160220	Suppressed
	"27 years"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	Suppressed	168005	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	Suppressed	254307	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	Suppressed	239895	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	Suppressed	246711	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	Suppressed	239922	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	Suppressed	249873	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	Suppressed	255775	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	Suppressed	269130	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	Suppressed	287200	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	Suppressed	286143	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	Suppressed	288940	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	Suppressed	290585	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	Suppressed	288532	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	Suppressed	305649	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	Suppressed	309863	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	Suppressed	320014	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	Suppressed	337487	Suppressed
	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	Suppressed	362428	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	Suppressed	1518376	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	Suppressed	1470106	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	Suppressed	1516984	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	Suppressed	1467040	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	Suppressed	1507824	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	Suppressed	1530098	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	Suppressed	1569579	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	Suppressed	1643601	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	Suppressed	1656571	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	Suppressed	1660206	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	Suppressed	1666004	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	Suppressed	1638477	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	Suppressed	1700168	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	Suppressed	1689788	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	Suppressed	1676322	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	Suppressed	1701017	Suppressed
	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	Suppressed	1730132	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	Suppressed	21503	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	Suppressed	21686	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	Suppressed	22043	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	Suppressed	23108	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	Suppressed	23879	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	Suppressed	25377	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	Suppressed	26162	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	Suppressed	27448	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	Suppressed	29602	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	Suppressed	30898	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	Suppressed	31484	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	Suppressed	32349	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2012"	"2012"	Suppressed	31647	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2013"	"2013"	Suppressed	32458	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2014"	"2014"	Suppressed	32579	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	Suppressed	32679	Suppressed
	"28 years"	"28"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	Suppressed	33577	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	Suppressed	110428	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	Suppressed	116760	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	Suppressed	119003	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	Suppressed	126153	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	Suppressed	125524	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	Suppressed	128712	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	Suppressed	132954	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	Suppressed	139626	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	Suppressed	146189	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	Suppressed	149330	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	Suppressed	148383	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	Suppressed	149401	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	Suppressed	152575	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	Suppressed	157121	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	Suppressed	160262	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	Suppressed	166575	Suppressed
	"28 years"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	Suppressed	172420	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	Suppressed	288615	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	Suppressed	277684	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	Suppressed	267192	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	Suppressed	275528	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	Suppressed	270014	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	Suppressed	280250	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	Suppressed	284481	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	Suppressed	300290	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	Suppressed	317968	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	Suppressed	316954	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	Suppressed	311687	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	Suppressed	314145	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	Suppressed	310457	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	Suppressed	324129	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	Suppressed	327150	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	Suppressed	333734	Suppressed
	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	Suppressed	346682	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	Suppressed	1541124	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	Suppressed	1439755	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	Suppressed	1404929	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	Suppressed	1445938	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	Suppressed	1403602	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	Suppressed	1444950	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	Suppressed	1469640	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	Suppressed	1512111	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	Suppressed	1598274	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	Suppressed	1613171	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	Suppressed	1590704	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	Suppressed	1600021	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	Suppressed	1573553	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	Suppressed	1621207	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	Suppressed	1609320	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	Suppressed	1601459	Suppressed
	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	Suppressed	1624957	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	Suppressed	22431	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	Suppressed	22594	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	Suppressed	22586	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	Suppressed	23691	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	Suppressed	24668	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	Suppressed	26255	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	Suppressed	27091	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	Suppressed	28837	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	Suppressed	31367	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	Suppressed	32750	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	Suppressed	33560	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	Suppressed	34858	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2012"	"2012"	Suppressed	34248	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2013"	"2013"	Suppressed	35248	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2014"	"2014"	Suppressed	35523	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	Suppressed	35708	Suppressed
	"28 years"	"28"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	Suppressed	36910	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	Suppressed	106730	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	Suppressed	112406	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	Suppressed	114129	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	Suppressed	118620	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	Suppressed	116254	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	Suppressed	116850	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	Suppressed	118750	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	Suppressed	124854	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	Suppressed	130403	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	Suppressed	132923	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	Suppressed	132257	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	Suppressed	136145	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	Suppressed	141382	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	Suppressed	146783	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	Suppressed	151301	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	Suppressed	156808	Suppressed
	"28 years"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	Suppressed	163411	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	Suppressed	260303	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	Suppressed	249397	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	Suppressed	238182	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	Suppressed	244268	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	Suppressed	239417	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	Suppressed	248729	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	Suppressed	255320	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	Suppressed	268362	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	Suppressed	286658	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	Suppressed	285691	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	Suppressed	286005	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	Suppressed	290750	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	Suppressed	289857	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	Suppressed	306621	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	Suppressed	312463	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	Suppressed	321798	Suppressed
	"28 years"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	Suppressed	338172	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	Suppressed	1608028	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	Suppressed	1501509	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	Suppressed	1470240	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	Suppressed	1513314	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	Suppressed	1469630	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	Suppressed	1508900	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	Suppressed	1533540	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	Suppressed	1571442	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	Suppressed	1646406	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	Suppressed	1659275	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	Suppressed	1651091	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	Suppressed	1666533	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	Suppressed	1641179	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	Suppressed	1703321	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	Suppressed	1689179	Suppressed
	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	Suppressed	1681689	Suppressed
