"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	180	169091	106.5
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	155	175548	88.3
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	148	183145	80.8
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	167	185793	89.9
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	178	183728	96.9
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	137	186057	73.6
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	163	190358	85.6
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	150	193750	77.4
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	173	198473	87.2
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	177	202096	87.6
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	195	204912	95.2
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	185	206092	89.8
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	168	206564	81.3
	"55-59 years"	"55-59"	"Louisiana"	"22"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	184	206318	89.2
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	71	67518	105.2
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	62	70353	88.1
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	95	77015	123.4
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	77	80998	95.1
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	73	85288	85.6
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	83	90114	92.1
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	65	95366	68.2
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	74	95393	77.6
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	72	96730	74.4
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	77	98838	77.9
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	70	99994	70.0
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	80	102115	78.3
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	69	103642	66.6
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	84	104725	80.2
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	87	105110	82.8
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	87	105470	82.5
	"55-59 years"	"55-59"	"Maine"	"23"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	82	105500	77.7
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	62	62792	98.7
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	68	65399	104.0
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	94	70798	132.8
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	81	75922	106.7
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	82	81950	100.1
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	78	87938	88.7
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	73	93936	77.7
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	83	96063	86.4
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	83	97586	85.1
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	68	99890	68.1
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	70	101873	68.7
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	78	105158	74.2
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	76	109390	69.5
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	85	113573	74.8
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	80	118060	67.8
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	88	122573	71.8
	"55-59 years"	"55-59"	"Maryland"	"24"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	79	125999	62.7
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	155	188452	82.2
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	158	194439	81.3
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	161	211351	76.2
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	198	217481	91.0
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	152	225557	67.4
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	181	231202	78.3
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	155	238356	65.0
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	147	231065	63.6
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	156	232773	67.0
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	141	236761	59.6
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	119	241540	49.3
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	142	246804	57.5
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	162	251583	64.4
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	145	254309	57.0
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	156	255391	61.1
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	147	255302	57.6
	"55-59 years"	"55-59"	"Maryland"	"24"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	145	255904	56.7
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	15	13239	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	11	13858	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	15	14973	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	14	15872	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	13	16882	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	16	17885	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	16	19225	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	14	19713	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	10	20660	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	17	22333	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	13	23520	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	15	24829	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	21	26206	80.1
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	12	27951	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	16	29546	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	13	30381	Unreliable
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	272	278049	97.8
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	261	287887	90.7
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	276	313572	88.0
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	248	322868	76.8
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	230	334957	68.7
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	241	347445	69.4
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	279	361267	77.2
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	250	354213	70.6
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	219	358570	61.1
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	232	364823	63.6
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	256	371409	68.9
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	225	380288	59.2
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	222	389270	57.0
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	245	396379	61.8
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	216	401202	53.8
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	218	404307	53.9
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	218	405875	53.7
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	71	54723	129.7
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	80	57424	139.3
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	76	61911	122.8
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	77	65610	117.4
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	95	69857	136.0
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	97	74829	129.6
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	80	79273	100.9
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	78	80556	96.8
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	83	81533	101.8
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	96	82898	115.8
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	105	84329	124.5
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	76	86431	87.9
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	111	88770	125.0
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	79	89877	87.9
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	78	90340	86.3
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	67	89914	74.5
	"55-59 years"	"55-59"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	83	88584	93.7
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	377	414045	91.1
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	403	423303	95.2
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	372	454232	81.9
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	353	467019	75.6
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	384	487475	78.8
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	354	511178	69.3
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	384	537643	71.4
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	392	537366	72.9
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	390	546860	71.3
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	402	559050	71.9
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	417	569001	73.3
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	445	581185	76.6
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	428	592278	72.3
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	409	602853	67.8
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	456	606030	75.2
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	453	606570	74.7
	"55-59 years"	"55-59"	"Michigan"	"26"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	413	604809	68.3
	"55-59 years"	"55-59"	"Minnesota"	"27"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	10	13664	Unreliable
	"55-59 years"	"55-59"	"Minnesota"	"27"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	16	14314	Unreliable
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	157	215192	73.0
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	144	221558	65.0
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	161	239985	67.1
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	148	249210	59.4
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	168	261606	64.2
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	173	275991	62.7
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	178	293127	60.7
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	164	296948	55.2
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	163	305585	53.3
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	195	315732	61.8
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	186	322702	57.6
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	161	331925	48.5
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	169	338325	50.0
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	172	345699	49.8
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	182	350169	52.0
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	163	354928	45.9
	"55-59 years"	"55-59"	"Minnesota"	"27"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	192	358195	53.6
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	55	33723	163.1
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	57	35415	160.9
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	60	38130	157.4
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	52	40616	128.0
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	58	44296	130.9
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	59	48424	121.8
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	67	52815	126.9
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	62	55477	111.8
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	64	58299	109.8
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	52	60905	85.4
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	93	62664	148.4
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	71	65114	109.0
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	73	67231	108.6
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	88	68706	128.1
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	85	69837	121.7
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	73	70647	103.3
	"55-59 years"	"55-59"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	76	70521	107.8
	"55-59 years"	"55-59"	"Mississippi"	"28"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	117	96194	121.6
	"55-59 years"	"55-59"	"Mississippi"	"28"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	120	98117	122.3
	"55-59 years"	"55-59"	"Mississippi"	"28"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	119	105981	112.3
	"55-59 years"	"55-59"	"Mississippi"	"28"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	127	109716	115.8
	"55-59 years"	"55-59"	"Mississippi"	"28"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	129	113207	114.0
	"55-59 years"	"55-59"	"Mississippi"	"28"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	116	117314	98.9
	"55-59 years"	"55-59"	"Mississippi"	"28"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	115	120753	95.2
