"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	54	773313	7.0
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	55	762730	7.2
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	65	747991	8.7
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	46	734789	6.3
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	52	722085	7.2
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	62	691866	9.0
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	44	668658	6.6
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	47	647863	7.3
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	43	629213	6.8
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	37	620327	6.0
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	49	617359	7.9
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	16	195275	Unreliable
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	15	198864	Unreliable
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	15	202455	Unreliable
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	14	204598	Unreliable
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	14	204548	Unreliable
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	22	205500	10.7
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	17	207278	Unreliable
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	30	205902	14.6
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	25	204439	12.2
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	44	202528	21.7
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	30	198038	15.1
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	25	187595	13.3
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	15	178751	Unreliable
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	28	170874	16.4
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	25	165841	15.1
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	20	164657	12.1
	"45-49 years"	"45-49"	"Oklahoma"	"40"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	17	166261	Unreliable
	"45-49 years"	"45-49"	"Oregon"	"41"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	10	240370	Unreliable
	"45-49 years"	"45-49"	"Oregon"	"41"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	11	238071	Unreliable
	"45-49 years"	"45-49"	"Oregon"	"41"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	17	237225	Unreliable
	"45-49 years"	"45-49"	"Oregon"	"41"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	13	233842	Unreliable
	"45-49 years"	"45-49"	"Oregon"	"41"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	18	229549	Unreliable
	"45-49 years"	"45-49"	"Oregon"	"41"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	13	220145	Unreliable
	"45-49 years"	"45-49"	"Oregon"	"41"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	10	203020	Unreliable
	"45-49 years"	"45-49"	"Oregon"	"41"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	17	196316	Unreliable
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	11	79784	Unreliable
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	10	96559	Unreliable
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	25	793036	3.2
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	31	809912	3.8
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	22	824410	2.7
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	27	836501	3.2
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	35	842962	4.2
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	24	844183	2.8
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	34	845048	4.0
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	30	834035	3.6
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	33	817301	4.0
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	49	803870	6.1
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	37	790950	4.7
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	39	760212	5.1
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	19	735028	Unreliable
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	30	711190	4.2
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	24	687197	3.5
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	24	670465	3.6
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	25	658846	3.8
	"45-49 years"	"45-49"	"South Carolina"	"45"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	11	89055	Unreliable
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	18	201768	Unreliable
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	15	205817	Unreliable
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	15	209160	Unreliable
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	23	214076	10.7
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	13	218805	Unreliable
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	14	220682	Unreliable
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	22	222391	9.9
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	20	224839	8.9
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	14	223666	Unreliable
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	16	217447	Unreliable
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	21	212709	9.9
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	19	208402	Unreliable
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	19	205281	Unreliable
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	15	205807	Unreliable
	"45-49 years"	"45-49"	"South Carolina"	"45"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	15	210259	Unreliable
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	17	338829	Unreliable
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	26	346284	7.5
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	32	352012	9.1
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	31	357490	8.7
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	34	359528	9.5
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	41	363078	11.3
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	34	367872	9.2
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	41	368938	11.1
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	37	370950	10.0
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	51	372387	13.7
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	39	370466	10.5
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	41	360770	11.4
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	48	352305	13.6
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	31	342915	9.0
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	38	335745	11.3
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	33	334237	9.9
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	39	338290	11.5
	"45-49 years"	"45-49"	"Texas"	"48"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	10	190891	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	14	209912	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	12	213793	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	10	216889	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	10	218277	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	30	861948	3.5
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	36	884819	4.1
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	48	905792	5.3
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	54	919294	5.9
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	45	926873	4.9
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	70	932736	7.5
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	49	941792	5.2
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	68	937265	7.3
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	59	929468	6.3
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	59	920612	6.4
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	63	902855	7.0
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	60	862233	7.0
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	49	830535	5.9
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	58	798224	7.3
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	36	781241	4.6
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	42	783730	5.4
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	24	796138	3.0
	"45-49 years"	"45-49"	"Utah"	"49"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	10	128378	Unreliable
	"45-49 years"	"45-49"	"Utah"	"49"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	11	131943	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	17	390508	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	10	399840	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	23	408191	5.6
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	10	414049	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	14	419524	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	23	423105	5.4
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	27	426891	6.3
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	18	426559	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	19	425869	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	14	426067	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	21	423460	5.0
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	21	408560	5.1
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	21	396750	5.3
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	20	381369	5.2
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	11	361613	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	18	362533	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	17	388358	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	14	396495	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	21	403137	5.2
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	21	405623	5.2
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	24	406366	5.9
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	17	406283	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	18	408217	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	14	405112	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	18	400357	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	24	396235	6.1
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	22	389236	5.7
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	21	371680	5.7
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	14	358625	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	11	346012	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	15	338614	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	11	134888	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	15	135089	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	13	135706	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	22	135139	16.3
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	14	133960	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	11	131411	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	16	128757	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	16	127133	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	14	125867	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	23	121587	18.9
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	11	118434	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	10	115860	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	10	112964	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	17	111726	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	16	111457	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	12	373711	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	14	386992	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	13	392560	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	13	397714	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	13	402276	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	30	399737	7.5
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	14	395331	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	12	387812	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	12	371206	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	13	357382	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	16	341960	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	10	318551	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	10	312250	Unreliable
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	13	86470	Unreliable
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	15	88076	Unreliable
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	10	89016	Unreliable
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	18	88967	Unreliable
