"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"65-69 years"	"65-69"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2009"	"2009"	50	76130	65.7
	"65-69 years"	"65-69"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2010"	"2010"	67	79226	84.6
	"65-69 years"	"65-69"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2011"	"2011"	56	83951	66.7
	"65-69 years"	"65-69"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2012"	"2012"	74	91498	80.9
	"65-69 years"	"65-69"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2013"	"2013"	84	99471	84.4
	"65-69 years"	"65-69"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2014"	"2014"	79	108409	72.9
	"65-69 years"	"65-69"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2015"	"2015"	73	117281	62.2
	"65-69 years"	"65-69"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2016"	"2016"	93	127396	73.0
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2000"	"2000"	293	184804	158.5
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2001"	"2001"	342	187872	182.0
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2002"	"2002"	283	190345	148.7
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2003"	"2003"	306	195261	156.7
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2004"	"2004"	291	200955	144.8
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2005"	"2005"	286	208107	137.4
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2006"	"2006"	318	219101	145.1
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2007"	"2007"	308	230012	133.9
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2008"	"2008"	336	246533	136.3
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2009"	"2009"	356	258918	137.5
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2010"	"2010"	417	267136	156.1
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2011"	"2011"	418	278631	150.0
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2012"	"2012"	397	305346	130.0
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2013"	"2013"	445	317915	140.0
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2014"	"2014"	429	330891	129.6
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2015"	"2015"	458	342372	133.8
	"65-69 years"	"65-69"	"Georgia"	"13"	"White"	"2106-3"	"2016"	"2016"	505	353470	142.9
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	12	31641	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	14	31225	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	15	31409	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	11	32118	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	16	32821	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	12	33769	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	12	35066	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	10	37362	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	11	38968	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	20	41202	48.5
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	11	43470	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	11	46216	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	13	47515	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	20	49513	40.4
	"65-69 years"	"65-69"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	19	51428	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"White"	"2106-3"	"2002"	"2002"	10	11448	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"White"	"2106-3"	"2003"	"2003"	12	12047	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"White"	"2106-3"	"2009"	"2009"	15	18488	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"White"	"2106-3"	"2010"	"2010"	15	19552	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"White"	"2106-3"	"2011"	"2011"	13	20544	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"White"	"2106-3"	"2012"	"2012"	15	22848	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"White"	"2106-3"	"2013"	"2013"	17	24800	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"White"	"2106-3"	"2014"	"2014"	12	26106	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"White"	"2106-3"	"2015"	"2015"	13	27294	Unreliable
	"65-69 years"	"65-69"	"Hawaii"	"15"	"White"	"2106-3"	"2016"	"2016"	16	28683	Unreliable
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2000"	"2000"	62	39422	157.3
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2001"	"2001"	58	40485	143.3
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2002"	"2002"	60	41676	144.0
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2003"	"2003"	41	43224	94.9
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2004"	"2004"	54	45308	119.2
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2005"	"2005"	66	47448	139.1
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2006"	"2006"	54	50412	107.1
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2007"	"2007"	58	53231	109.0
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2008"	"2008"	72	56965	126.4
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2009"	"2009"	77	59964	128.4
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2010"	"2010"	83	61963	134.0
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2011"	"2011"	79	64509	122.5
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2012"	"2012"	98	70041	139.9
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2013"	"2013"	101	73825	136.8
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2014"	"2014"	85	77960	109.0
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2015"	"2015"	76	82152	92.5
	"65-69 years"	"65-69"	"Idaho"	"16"	"White"	"2106-3"	"2016"	"2016"	92	87410	105.3
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2000"	"2000"	41	51662	79.4
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2001"	"2001"	54	52826	102.2
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2002"	"2002"	50	53689	93.1
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2003"	"2003"	54	54682	98.8
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2004"	"2004"	40	55201	72.5
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2005"	"2005"	40	55790	71.7
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2006"	"2006"	33	55767	59.2
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2007"	"2007"	51	56874	89.7
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2008"	"2008"	46	58171	79.1
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2009"	"2009"	52	59842	86.9
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2010"	"2010"	64	60708	105.4
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2011"	"2011"	50	61954	80.7
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2012"	"2012"	46	65117	70.6
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2013"	"2013"	48	67957	70.6
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2014"	"2014"	57	71289	80.0
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2015"	"2015"	55	75354	73.0
	"65-69 years"	"65-69"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2016"	"2016"	69	79001	87.3
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2000"	"2000"	369	334922	110.2
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2001"	"2001"	384	330204	116.3
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2002"	"2002"	354	329367	107.5
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2003"	"2003"	397	335044	118.5
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2004"	"2004"	399	342020	116.7
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2005"	"2005"	389	344826	112.8
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2006"	"2006"	379	349241	108.5
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2007"	"2007"	336	362354	92.7
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2008"	"2008"	402	381396	105.4
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2009"	"2009"	433	393444	110.1
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2010"	"2010"	420	401704	104.6
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2011"	"2011"	410	412821	99.3
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2012"	"2012"	402	444446	90.4
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2013"	"2013"	402	460442	87.3
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2014"	"2014"	418	479794	87.1
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2015"	"2015"	424	500910	84.6
	"65-69 years"	"65-69"	"Illinois"	"17"	"White"	"2106-3"	"2016"	"2016"	485	523688	92.6
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2000"	"2000"	14	13569	Unreliable
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2001"	"2001"	12	13827	Unreliable
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2002"	"2002"	11	13734	Unreliable
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2003"	"2003"	12	13853	Unreliable
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2004"	"2004"	11	14022	Unreliable
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2005"	"2005"	14	14283	Unreliable
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2006"	"2006"	12	14763	Unreliable
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2008"	"2008"	23	16011	143.7
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2009"	"2009"	17	16336	Unreliable
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2010"	"2010"	19	16752	Unreliable
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2011"	"2011"	18	17160	Unreliable
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2012"	"2012"	28	18030	155.3
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2013"	"2013"	29	18920	153.3
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2014"	"2014"	17	20045	Unreliable
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2015"	"2015"	23	21269	108.1
	"65-69 years"	"65-69"	"Indiana"	"18"	"Black or African American"	"2054-5"	"2016"	"2016"	33	22894	144.1
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2000"	"2000"	292	188685	154.8
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2001"	"2001"	288	187858	153.3
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2002"	"2002"	281	188518	149.1
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2003"	"2003"	281	192369	146.1
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2004"	"2004"	322	197482	163.1
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2005"	"2005"	294	201028	146.2
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2006"	"2006"	316	206730	152.9
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2007"	"2007"	316	214774	147.1
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2008"	"2008"	394	226409	174.0
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2009"	"2009"	375	233614	160.5
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2010"	"2010"	381	239244	159.3
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2011"	"2011"	403	244499	164.8
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2012"	"2012"	419	264323	158.5
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2013"	"2013"	409	273580	149.5
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2014"	"2014"	412	286749	143.7
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2015"	"2015"	439	299355	146.6
	"65-69 years"	"65-69"	"Indiana"	"18"	"White"	"2106-3"	"2016"	"2016"	417	313417	133.0
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2000"	"2000"	130	105413	123.3
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2001"	"2001"	110	104553	105.2
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2002"	"2002"	127	104653	121.4
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2003"	"2003"	133	105395	126.2
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2004"	"2004"	119	107328	110.9
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2005"	"2005"	135	108327	124.6
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2006"	"2006"	150	109698	136.7
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2007"	"2007"	114	112089	101.7
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2008"	"2008"	158	116679	135.4
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2009"	"2009"	168	119459	140.6
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2010"	"2010"	136	121380	112.0
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2011"	"2011"	146	123382	118.3
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2012"	"2012"	151	133138	113.4
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2013"	"2013"	154	139005	110.8
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2014"	"2014"	178	145745	122.1
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2015"	"2015"	165	153635	107.4
	"65-69 years"	"65-69"	"Iowa"	"19"	"White"	"2106-3"	"2016"	"2016"	172	162443	105.9
	"65-69 years"	"65-69"	"Kansas"	"20"	"Black or African American"	"2054-5"	"2013"	"2013"	10	5137	Unreliable
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2000"	"2000"	118	84895	139.0
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2001"	"2001"	140	83931	166.8
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2002"	"2002"	125	83418	149.8
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2003"	"2003"	124	83971	147.7
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2004"	"2004"	123	85151	144.4
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2005"	"2005"	127	85876	147.9
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2006"	"2006"	117	87602	133.6
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2007"	"2007"	122	90116	135.4
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2008"	"2008"	144	94384	152.6
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2009"	"2009"	139	97982	141.9
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2010"	"2010"	108	100653	107.3
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2011"	"2011"	140	103204	135.7
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2012"	"2012"	147	112122	131.1
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2013"	"2013"	162	117336	138.1
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2014"	"2014"	178	122358	145.5
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2015"	"2015"	156	128372	121.5
	"65-69 years"	"65-69"	"Kansas"	"20"	"White"	"2106-3"	"2016"	"2016"	175	135780	128.9
	"65-69 years"	"65-69"	"Kentucky"	"21"	"Black or African American"	"2054-5"	"2000"	"2000"	11	7697	Unreliable
	"65-69 years"	"65-69"	"Kentucky"	"21"	"Black or African American"	"2054-5"	"2001"	"2001"	13	7801	Unreliable
	"65-69 years"	"65-69"	"Kentucky"	"21"	"Black or African American"	"2054-5"	"2006"	"2006"	10	8369	Unreliable
	"65-69 years"	"65-69"	"Kentucky"	"21"	"Black or African American"	"2054-5"	"2007"	"2007"	13	8649	Unreliable
	"65-69 years"	"65-69"	"Kentucky"	"21"	"Black or African American"	"2054-5"	"2011"	"2011"	14	9579	Unreliable
	"65-69 years"	"65-69"	"Kentucky"	"21"	"Black or African American"	"2054-5"	"2012"	"2012"	14	10324	Unreliable
	"65-69 years"	"65-69"	"Kentucky"	"21"	"Black or African American"	"2054-5"	"2013"	"2013"	16	11164	Unreliable
	"65-69 years"	"65-69"	"Kentucky"	"21"	"Black or African American"	"2054-5"	"2014"	"2014"	11	12289	Unreliable
	"65-69 years"	"65-69"	"Kentucky"	"21"	"Black or African American"	"2054-5"	"2015"	"2015"	15	13431	Unreliable
	"65-69 years"	"65-69"	"Kentucky"	"21"	"Black or African American"	"2054-5"	"2016"	"2016"	17	14658	Unreliable
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2000"	"2000"	256	136129	188.1
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2001"	"2001"	260	136921	189.9
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2002"	"2002"	270	137984	195.7
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2003"	"2003"	259	141320	183.3
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2004"	"2004"	257	144838	177.4
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2005"	"2005"	272	148407	183.3
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2006"	"2006"	275	153066	179.7
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2007"	"2007"	297	159257	186.5
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2008"	"2008"	368	166573	220.9
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2009"	"2009"	349	171348	203.7
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2010"	"2010"	334	174758	191.1
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2011"	"2011"	331	178593	185.3
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2012"	"2012"	371	192854	192.4
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2013"	"2013"	381	200434	190.1
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2014"	"2014"	377	209660	179.8
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2015"	"2015"	396	218014	181.6
	"65-69 years"	"65-69"	"Kentucky"	"21"	"White"	"2106-3"	"2016"	"2016"	453	226978	199.6
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2000"	"2000"	33	35704	92.4
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2001"	"2001"	35	36661	95.5
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2002"	"2002"	42	37424	112.2
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2003"	"2003"	35	38106	91.8
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2004"	"2004"	28	39055	71.7
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2005"	"2005"	40	39704	100.7
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2006"	"2006"	39	37326	104.5
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2007"	"2007"	36	38683	93.1
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2008"	"2008"	27	40525	66.6
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2009"	"2009"	35	42206	82.9
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2010"	"2010"	42	43575	96.4
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2011"	"2011"	30	45476	66.0
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2012"	"2012"	33	48958	67.4
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2013"	"2013"	44	51774	85.0
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2014"	"2014"	44	55508	79.3
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2015"	"2015"	46	59609	77.2
	"65-69 years"	"65-69"	"Louisiana"	"22"	"Black or African American"	"2054-5"	"2016"	"2016"	48	63933	75.1
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2000"	"2000"	133	110427	120.4
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2001"	"2001"	137	109531	125.1
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2002"	"2002"	131	109205	120.0
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2003"	"2003"	147	111204	132.2
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2004"	"2004"	137	113682	120.5
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2005"	"2005"	155	115880	133.8
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2006"	"2006"	163	115262	141.4
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2007"	"2007"	177	119392	148.3
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2008"	"2008"	150	124504	120.5
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2009"	"2009"	169	128817	131.2
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2010"	"2010"	173	131759	131.3
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2011"	"2011"	163	134696	121.0
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2012"	"2012"	201	145827	137.8
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2013"	"2013"	241	150372	160.3
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2014"	"2014"	192	156530	122.7
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2015"	"2015"	213	162502	131.1
	"65-69 years"	"65-69"	"Louisiana"	"22"	"White"	"2106-3"	"2016"	"2016"	182	170017	107.0
	"65-69 years"	"65-69"	"Maine"	"23"	"White"	"2106-3"	"2000"	"2000"	89	49654	179.2
	"65-69 years"	"65-69"	"Maine"	"23"	"White"	"2106-3"	"2001"	"2001"	77	49736	154.8
	"65-69 years"	"65-69"	"Maine"	"23"	"White"	"2106-3"	"2002"	"2002"	82	49780	164.7
	"65-69 years"	"65-69"	"Maine"	"23"	"White"	"2106-3"	"2003"	"2003"	69	50606	136.3
	"65-69 years"	"65-69"	"Maine"	"23"	"White"	"2106-3"	"2004"	"2004"	70	51553	135.8
	"65-69 years"	"65-69"	"Maine"	"23"	"White"	"2106-3"	"2005"	"2005"	83	52062	159.4
	"65-69 years"	"65-69"	"Maine"	"23"	"White"	"2106-3"	"2006"	"2006"	76	53184	142.9
