"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"45-49 years"	"45-49"	"Texas"	"48"	"Black or African American"	"2054-5"	"2012"	"2012"	30	224542	13.4
	"45-49 years"	"45-49"	"Texas"	"48"	"Black or African American"	"2054-5"	"2013"	"2013"	31	223400	13.9
	"45-49 years"	"45-49"	"Texas"	"48"	"Black or African American"	"2054-5"	"2014"	"2014"	27	222231	12.1
	"45-49 years"	"45-49"	"Texas"	"48"	"Black or African American"	"2054-5"	"2015"	"2015"	28	224683	12.5
	"45-49 years"	"45-49"	"Texas"	"48"	"Black or African American"	"2054-5"	"2016"	"2016"	34	230244	14.8
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2000"	"2000"	119	1196781	9.9
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2001"	"2001"	98	1242408	7.9
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2002"	"2002"	109	1285120	8.5
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2003"	"2003"	102	1317481	7.7
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2004"	"2004"	108	1344062	8.0
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2005"	"2005"	112	1372770	8.2
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2006"	"2006"	116	1403465	8.3
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2007"	"2007"	115	1419192	8.1
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2008"	"2008"	116	1431925	8.1
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2009"	"2009"	117	1444428	8.1
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2010"	"2010"	114	1438951	7.9
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2011"	"2011"	99	1417068	7.0
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2012"	"2012"	119	1393288	8.5
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2013"	"2013"	105	1371045	7.7
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2014"	"2014"	79	1372189	5.8
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2015"	"2015"	117	1394016	8.4
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2016"	"2016"	102	1423090	7.2
	"45-49 years"	"45-49"	"Utah"	"49"	"White"	"2106-3"	"2003"	"2003"	12	137162	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2000"	"2000"	25	98774	25.3
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2001"	"2001"	27	103734	26.0
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2002"	"2002"	24	108567	22.1
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2003"	"2003"	27	112013	24.1
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2004"	"2004"	29	115714	25.1
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2005"	"2005"	23	118812	19.4
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2006"	"2006"	15	121394	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2007"	"2007"	17	122640	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2008"	"2008"	22	123654	17.8
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2009"	"2009"	22	124916	17.6
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2010"	"2010"	15	125694	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2011"	"2011"	18	124350	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2012"	"2012"	22	122171	18.0
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2013"	"2013"	19	118326	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2014"	"2014"	15	114365	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2016"	"2016"	18	111451	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2000"	"2000"	29	404753	7.2
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2001"	"2001"	35	415840	8.4
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2002"	"2002"	20	425899	4.7
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2003"	"2003"	20	433264	4.6
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2004"	"2004"	32	440690	7.3
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2005"	"2005"	33	446111	7.4
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2006"	"2006"	18	451970	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2007"	"2007"	23	453457	5.1
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2008"	"2008"	22	454750	4.8
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2009"	"2009"	18	456986	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2010"	"2010"	16	456255	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2011"	"2011"	26	443276	5.9
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2012"	"2012"	23	433114	5.3
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2013"	"2013"	20	419232	4.8
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2014"	"2014"	11	407805	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2015"	"2015"	14	402623	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2016"	"2016"	18	405162	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2000"	"2000"	23	405350	5.7
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2001"	"2001"	22	415075	5.3
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2002"	"2002"	21	423270	5.0
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2003"	"2003"	34	427260	8.0
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2004"	"2004"	31	429407	7.2
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2005"	"2005"	24	430903	5.6
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2006"	"2006"	20	434377	4.6
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2007"	"2007"	18	432972	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2008"	"2008"	27	429864	6.3
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2009"	"2009"	21	427775	4.9
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2010"	"2010"	22	421941	5.2
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2011"	"2011"	29	406190	7.1
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2012"	"2012"	15	394248	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2013"	"2013"	15	383473	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2014"	"2014"	21	378317	5.6
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2015"	"2015"	11	382077	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2016"	"2016"	20	389687	5.1
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2000"	"2000"	14	135586	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2002"	"2002"	14	136514	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2004"	"2004"	11	136894	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2005"	"2005"	13	136082	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2006"	"2006"	11	134952	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2007"	"2007"	11	132349	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2008"	"2008"	12	129748	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2009"	"2009"	10	128158	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2010"	"2010"	15	126938	Unreliable
	"45-49 years"	"45-49"	"West Virginia"	"54"	"White"	"2106-3"	"2012"	"2012"	14	119630	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2000"	"2000"	33	372037	8.9
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2001"	"2001"	24	382044	6.3
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2002"	"2002"	34	389202	8.7
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2003"	"2003"	19	396663	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2004"	"2004"	23	402943	5.7
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2005"	"2005"	23	408781	5.6
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2006"	"2006"	25	413965	6.0
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2007"	"2007"	29	414757	7.0
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2008"	"2008"	20	412989	4.8
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2009"	"2009"	21	409119	5.1
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2010"	"2010"	20	402095	5.0
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2011"	"2011"	23	386377	6.0
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2012"	"2012"	17	373121	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2013"	"2013"	16	358492	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2014"	"2014"	18	345390	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2015"	"2015"	14	336898	Unreliable
	"45-49 years"	"45-49"	"Wisconsin"	"55"	"White"	"2106-3"	"2016"	"2016"	12	331210	Unreliable
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2000"	"2000"	24	60662	39.6
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2001"	"2001"	26	66403	39.2
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2002"	"2002"	27	69563	38.8
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2003"	"2003"	21	72865	28.8
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2004"	"2004"	28	75781	36.9
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2005"	"2005"	29	78408	37.0
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2006"	"2006"	26	81746	31.8
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2007"	"2007"	36	84744	42.5
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2008"	"2008"	31	86984	35.6
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2009"	"2009"	31	88599	35.0
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2010"	"2010"	33	89577	36.8
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2011"	"2011"	28	89592	31.3
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2012"	"2012"	28	88662	31.6
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2013"	"2013"	27	88222	30.6
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2014"	"2014"	20	87520	22.9
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2015"	"2015"	18	86490	Unreliable
	"50-54 years"	"50-54"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2016"	"2016"	13	84623	Unreliable
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2000"	"2000"	34	220600	15.4
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	35	229571	15.2
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	20	225154	8.9
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	27	224958	12.0
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2004"	"2004"	25	227303	11.0
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	29	231546	12.5
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2006"	"2006"	34	236446	14.4
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	34	242353	14.0
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	29	247231	11.7
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	27	249878	10.8
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	26	251728	10.3
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	27	252749	10.7
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	28	251321	11.1
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	27	250778	10.8
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	27	250038	10.8
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	34	246683	13.8
	"50-54 years"	"50-54"	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	28	240192	11.7
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2000"	"2000"	28	270600	10.3
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2001"	"2001"	32	289965	11.0
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2002"	"2002"	22	293657	7.5
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2003"	"2003"	24	299874	8.0
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2004"	"2004"	28	309911	9.0
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2005"	"2005"	31	321913	9.6
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2006"	"2006"	34	333742	10.2
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2007"	"2007"	30	344497	8.7
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2008"	"2008"	33	355235	9.3
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2009"	"2009"	35	359905	9.7
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2010"	"2010"	31	365296	8.5
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2011"	"2011"	27	371352	7.3
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2012"	"2012"	29	373038	7.8
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2013"	"2013"	29	373502	7.8
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2014"	"2014"	16	375392	Unreliable
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2015"	"2015"	34	372947	9.1
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2016"	"2016"	24	366416	6.5
	"50-54 years"	"50-54"	"Arkansas"	"05"	"Black or African American"	"2054-5"	"2000"	"2000"	10	19924	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"Black or African American"	"2054-5"	"2002"	"2002"	14	23289	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"Black or African American"	"2054-5"	"2003"	"2003"	10	24489	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"Black or African American"	"2054-5"	"2004"	"2004"	17	25922	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"Black or African American"	"2054-5"	"2007"	"2007"	10	29159	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"Black or African American"	"2054-5"	"2008"	"2008"	17	30042	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"Black or African American"	"2054-5"	"2016"	"2016"	10	28974	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2000"	"2000"	13	145106	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2001"	"2001"	16	151361	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2002"	"2002"	12	148468	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2003"	"2003"	19	148883	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2004"	"2004"	16	150730	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2005"	"2005"	19	153466	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2006"	"2006"	19	157170	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2007"	"2007"	24	161056	14.9
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2008"	"2008"	23	163218	14.1
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2009"	"2009"	24	164665	14.6
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2010"	"2010"	15	166437	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2011"	"2011"	25	168030	14.9
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2013"	"2013"	16	168144	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2014"	"2014"	12	168127	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2015"	"2015"	15	166426	Unreliable
	"50-54 years"	"50-54"	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	13	161662	Unreliable
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	38	251792	15.1
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	40	276907	14.4
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	36	291261	12.4
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	46	305163	15.1
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	59	317664	18.6
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	47	328956	14.3
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	45	343472	13.1
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	44	355951	12.4
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	52	368308	14.1
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	32	377786	8.5
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	45	386132	11.7
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	46	392104	11.7
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	44	400014	11.0
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	47	409791	11.5
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	45	424382	10.6
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	32	429529	7.5
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	52	427013	12.2
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2000"	"2000"	50	129837	38.5
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2001"	"2001"	52	140590	37.0
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2002"	"2002"	50	144507	34.6
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2003"	"2003"	55	148808	37.0
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2004"	"2004"	41	153084	26.8
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2005"	"2005"	48	157638	30.4
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2006"	"2006"	58	162735	35.6
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2007"	"2007"	55	169547	32.4
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2008"	"2008"	47	176176	26.7
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2009"	"2009"	38	181970	20.9
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2010"	"2010"	48	187548	25.6
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2011"	"2011"	34	191525	17.8
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2012"	"2012"	48	193185	24.8
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2013"	"2013"	33	193241	17.1
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2014"	"2014"	31	193564	16.0
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2015"	"2015"	26	191622	13.6
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2016"	"2016"	29	187435	15.5
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	170	1594218	10.7
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	160	1679152	9.5
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	148	1675061	8.8
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	208	1706084	12.2
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	193	1743606	11.1
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	184	1777971	10.3
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2006"	"2006"	194	1811478	10.7
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2007"	"2007"	195	1853714	10.5
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2008"	"2008"	159	1891702	8.4
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2009"	"2009"	203	1916729	10.6
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2010"	"2010"	163	1945347	8.4
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2011"	"2011"	202	1973370	10.2
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2012"	"2012"	179	1979895	9.0
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2013"	"2013"	162	1980686	8.2
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2014"	"2014"	161	1993938	8.1
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2015"	"2015"	150	1973838	7.6
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2016"	"2016"	193	1926771	10.0
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2000"	"2000"	18	262136	Unreliable
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2001"	"2001"	23	283353	8.1
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2002"	"2002"	18	285996	Unreliable
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2003"	"2003"	21	293774	7.1
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2004"	"2004"	28	301343	9.3
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2005"	"2005"	25	309159	8.1
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2006"	"2006"	29	316833	9.2
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2007"	"2007"	32	325249	9.8
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2008"	"2008"	21	331456	6.3
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2009"	"2009"	12	336195	Unreliable
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2010"	"2010"	26	339996	7.6
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2011"	"2011"	15	342954	Unreliable
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2012"	"2012"	23	342321	6.7
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2013"	"2013"	21	340030	6.2
	"50-54 years"	"50-54"	"Colorado"	"08"	"White"	"2106-3"	"2014"	"2014"	22	337166	6.5
