"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"60-64 years "	"60-64"	"Michigan"	"26"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	52	477793	10.9
	"60-64 years "	"60-64"	"Michigan"	"26"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	31	507240	6.1
	"60-64 years "	"60-64"	"Michigan"	"26"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	49	508107	9.6
	"60-64 years "	"60-64"	"Michigan"	"26"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	47	518935	9.1
	"60-64 years "	"60-64"	"Michigan"	"26"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	55	530507	10.4
	"60-64 years "	"60-64"	"Michigan"	"26"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	42	543467	7.7
	"60-64 years "	"60-64"	"Michigan"	"26"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	54	552038	9.8
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	11	169522	Unreliable
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	19	175689	Unreliable
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	14	181995	Unreliable
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	14	199481	Unreliable
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	17	205332	Unreliable
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	17	209480	Unreliable
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	15	227585	Unreliable
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	14	237108	Unreliable
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	15	249656	Unreliable
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	21	261006	8.0
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	21	279698	7.5
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	19	284317	Unreliable
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	21	293810	7.1
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	22	302168	7.3
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	20	309842	6.5
	"60-64 years "	"60-64"	"Minnesota"	"27"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	25	315307	7.9
	"60-64 years "	"60-64"	"Missouri"	"29"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	10	22406	Unreliable
	"60-64 years "	"60-64"	"Missouri"	"29"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	12	37161	Unreliable
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	16	204031	Unreliable
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	17	209765	Unreliable
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	13	217395	Unreliable
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	29	228116	12.7
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	27	235706	11.5
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	19	241688	Unreliable
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	20	245797	8.1
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	23	263994	8.7
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	26	273107	9.5
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	35	283932	12.3
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	25	294306	8.5
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	28	310356	9.0
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	17	308206	Unreliable
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	23	312950	7.3
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	29	318518	9.1
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	19	325670	Unreliable
	"60-64 years "	"60-64"	"Missouri"	"29"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	18	331207	Unreliable
	"60-64 years "	"60-64"	"Nebraska"	"31"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	10	60000	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	11	247509	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	16	255733	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	14	272441	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	17	280921	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	15	286552	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	17	292701	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	19	317414	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	21	322877	6.5
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	13	334729	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	19	345058	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	16	358876	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	17	350936	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	12	352816	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	14	358363	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	18	366746	Unreliable
	"60-64 years "	"60-64"	"New Jersey"	"34"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	10	372385	Unreliable
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	10	39683	Unreliable
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	11	40199	Unreliable
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	12	44632	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	10	107698	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	13	111558	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	12	114120	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	10	122743	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	10	126010	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	13	130540	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	12	143624	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	11	145012	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	15	147812	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	10	155397	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	16	160165	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	14	525859	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	15	532269	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	16	545480	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	25	573680	4.4
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	25	588318	4.2
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	30	598589	5.0
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	24	610110	3.9
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	33	661958	5.0
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	28	679426	4.1
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	37	710864	5.2
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	20	734569	2.7
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	27	768752	3.5
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	28	755611	3.7
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	31	758758	4.1
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	35	764514	4.6
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	28	775128	3.6
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	11	115862	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	28	780673	3.6
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	14	53709	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	13	57465	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	13	60731	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	10	63709	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	14	71152	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	13	77726	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	21	84170	24.9
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	18	91688	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	10	97646	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	13	110483	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	23	114559	20.1
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	24	118676	20.2
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	35	122581	28.6
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	37	126756	29.2
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	12	260471	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	15	268569	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	28	280294	10.0
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	24	297532	8.1
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	17	311822	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	35	324603	10.8
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	26	337445	7.7
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	29	369095	7.9
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	29	387150	7.5
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	32	403281	7.9
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	29	416528	7.0
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	31	434783	7.1
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	24	426680	5.6
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	24	427710	5.6
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	50	433624	11.5
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	50	442842	11.3
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	49	453451	10.8
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	10	43298	Unreliable
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	11	45593	Unreliable
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	12	46535	Unreliable
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	11	47342	Unreliable
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	10	48146	Unreliable
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	17	51366	Unreliable
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	16	54481	Unreliable
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	12	58788	Unreliable
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	12	62952	Unreliable
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	22	68515	32.1
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	26	70616	36.8
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	27	72291	37.3
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	18	74577	Unreliable
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	25	77044	32.4
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	24	79069	30.4
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	69	403508	17.1
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	45	411515	10.9
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	46	424922	10.8
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	43	444157	9.7
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	44	453928	9.7
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	73	461539	15.8
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	61	466976	13.1
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	65	508321	12.8
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	90	528956	17.0
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	83	558971	14.8
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	77	584488	13.2
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	91	620666	14.7
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	80	615076	13.0
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	85	621522	13.7
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	91	631199	14.4
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	95	644560	14.7
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	82	654242	12.5
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	10	13828	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"American Indian or Alaska Native"	"1002-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	12	16076	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	15	123003	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	17	125411	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	13	129256	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	12	134386	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	37	139340	26.6
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	19	142584	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	14	145166	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	30	155748	19.3
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	19	160968	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	24	165712	14.5
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	16	169961	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	19	177416	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	19	174631	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	14	176467	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	10	179209	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	10	182805	Unreliable
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	10	185017	Unreliable
	"60-64 years "	"60-64"	"Oregon"	"41"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	21	128104	16.4
	"60-64 years "	"60-64"	"Oregon"	"41"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	15	144270	Unreliable
