Year,Region,Ethnicity,Gender.Code,Education,rural_urban_class,source,measure1,measure2,attr,agr_by,overall_value
1993,Colorado,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,806.658500223393
1993,Connecticut,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,818.358032040179
1993,Connecticut,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,669.608568007951
1993,Connecticut,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,352.261208978464
1993,Connecticut,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1034.31088465657
1993,Connecticut,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,803.511241247682
1993,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,overall,nation,1067078
1993,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,68510.5756250933
1993,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,96255.4558103224
1993,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,absolute number,overall,nation,23934427.4856221
1993,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,1468927.31907421
1993,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,2158997.96189938
1993,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,391975
1993,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,25093.973010142
1993,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,38967.4031015353
1993,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,8382532.78959556
1993,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,530751.939317185
1993,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,833332.570250673
1993,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,overall,nation,10233
1993,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,317.435382176347
1993,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,544.657375854028
1993,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,absolute number,overall,nation,208377.782670556
1993,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,6648.8312742247
1993,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,11091.028661744
1993,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,2183373
1993,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,894.927543736154
1993,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1312.45306925911
1993,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,47391816.072908
1993,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,18988.6622192734
1993,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,28487.8188301546
1993,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,overall,nation,1694
1993,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,18625.1944894067
1993,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,19852.3767476996
1993,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,overall,nation,54706.986185776
1993,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,486126.129718938
1993,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,641123.790136497
1993,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,1074
1993,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,3190.99258078658
1993,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,3899.86112668388
1993,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,32716.825186593
1993,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,85997.3891067763
1993,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,118799.883364717
1993,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,overall,nation,310
1993,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,1053.76410573753
1993,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1207.46496653652
1993,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,overall,nation,8433.716226703
1993,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,24864.7871422759
1993,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,32849.7318756596
1993,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,8490
1993,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,760.571264397036
1993,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,715.771937693275
1993,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,253981.622480506
1993,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,17818.0116347178
1993,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,21412.5934112313
1993,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,overall,nation,15800
1993,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,205031.400538093
1993,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,125843.09902968
1993,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,overall,nation,399948.267461403
1993,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,3675096.29445948
1993,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,3185489.20436041
1993,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,5388
1993,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,90581.7377625062
1993,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,50760.3778934464
1993,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,126294.442322282
1993,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,1508555.41200565
1993,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,1189820.64181906
1993,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,overall,nation,6
1993,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,56.2442476001065
1993,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,32.4563769398091
1993,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,overall,nation,154.4351926
1993,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,1096.84745177549
1993,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,835.401137299603
1993,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,23346
1993,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,545.884561566144
1993,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,443.097568201743
1993,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,577346.993394742
1993,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,10487.1066223274
1993,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,10957.8107076929
1993,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,overall,nation,159507
1993,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,137484.008695626
1993,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,179891.321909183
1993,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,overall,nation,4638259.8845456
1993,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,3713216.43526986
1993,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,5231009.93680054
1993,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,37378
1993,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,34458.2301468373
1993,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,41777.8560896911
1993,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,1019258.35777769
1993,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,846010.223971566
1993,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,1139237.75989757
1993,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,overall,nation,330
1993,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,136.439888891951
1993,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,198.846938370583
1993,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,overall,nation,8457.740600732
1993,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,3399.49718955767
1993,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,5096.35098178223
1993,United States,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,257457
1993,United States,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,1183.35398949126
1993,United States,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1418.55034322806
1993,United States,Black or African American,All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,7163359.39888348
1993,United States,Black or African American,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,29364.1884009943
1993,United States,Black or African American,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,39469.0605963407
1993,United States,"White, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,overall,nation,890022
1993,United States,"White, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,65559.5139762523
1993,United States,"White, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,96513.3679114201
1993,United States,"White, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,absolute number,overall,nation,18839910.8861549
1993,United States,"White, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,1346872.63590173
1993,United States,"White, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,2042986.85962126
1993,United States,"White, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,overall,nation,348113
1993,United States,"White, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,24566.5751802842
1993,United States,"White, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,39801.0921476573
1993,United States,"White, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,overall,nation,7203605.05865514
1993,United States,"White, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,508616.588650796
1993,United States,"White, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,823615.747572954
1993,United States,"White, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,overall,nation,9587
1993,United States,"White, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,326.008720553439
1993,United States,"White, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,578.538168242748
1993,United States,"White, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,absolute number,overall,nation,191331.890650521
1993,United States,"White, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,6745.2301047968
1993,United States,"White, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,11546.1355526624
1993,United States,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,absolute number,overall,nation,1894002
1993,United States,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,nation,870.500927614587
1993,United States,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",overall,nation,1336.1196171464
1993,United States,"White, All Origins",All genders,666,All,National Vital Statistics System,YLL,absolute number,overall,nation,39394814.2386073
1993,United States,"White, All Origins",All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",overall,nation,17974.1333316286
1993,United States,"White, All Origins",All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",overall,nation,27790.9865554744
1994,Alabama,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,969.263117478388
1994,Alabama,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,428.504039891525
1994,Alabama,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,587.669396863403
1994,Alabama,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1160.1140039752
1994,Alabama,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,923.427256168741
1994,Delaware,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,939.270192743223
1994,Delaware,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,789.290254848434
1994,Delaware,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,494.307787656123
1994,Delaware,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1157.93740372277
1994,Delaware,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,905.893460723425
1994,District of Columbia,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1192.48350581584
1994,District of Columbia,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,399.423024001201
1994,District of Columbia,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,386.148129261429
1994,District of Columbia,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1400.43998362834
1994,District of Columbia,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,817.555396786745
1994,Florida,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,817.20861765759
1994,Florida,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,329.732725621957
1994,Florida,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,308.795095128637
1994,Florida,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1144.62710945008
1994,Florida,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,787.614753284515
1994,Georgia,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,958.748720322121
1994,Georgia,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,292.467374156482
1994,Georgia,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,555.547825227146
1994,Georgia,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1166.75773397306
1994,Georgia,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,905.050819194845
1994,Hawaii,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,688.178657446049
1994,Hawaii,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1451.64243037389
1994,Hawaii,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,667.407989875112
1994,Hawaii,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,458.712879633354
1994,Hawaii,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,733.125584300226
1994,Idaho,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,808.716773408798
1994,Idaho,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,813.418026197138
1994,Idaho,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,673.024934928896
1994,Idaho,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1400.07991493973
1994,Idaho,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,808.442424115225
1994,Illinois,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,913.537937716415
1994,Illinois,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,438.637529374836
1994,Illinois,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,417.484512194845
1994,Illinois,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1245.45452956529
1994,Illinois,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,874.956459964475
1994,Indiana,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,916.75985392465
1994,Indiana,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,276.418902012279
1994,Indiana,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,529.279912515489
1994,Indiana,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1177.35614234546
1994,Indiana,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,899.710658290062
1994,Iowa,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,798.442769636963
1994,Iowa,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1219.55210074834
1994,Iowa,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,792.968166637476
1994,Iowa,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1215.62796496463
1994,Iowa,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,794.344034998817
1994,Alaska,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,882.308643821852
1994,Alaska,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1169.57144898763
1994,Alaska,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,333.591652695075
1994,Alaska,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,962.372837775021
1994,Alaska,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,853.291064392741
1994,Kansas,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,821.383312532124
1994,Kansas,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,944.143332199284
1994,Kansas,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,597.161302573966
1994,Kansas,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1090.78432447888
1994,Kansas,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,809.858736269935
1994,Kentucky,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,984.648055374818
1994,Kentucky,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,493.190160956496
1994,Kentucky,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,393.610530219828
1994,Kentucky,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1220.17445368888
1994,Kentucky,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,972.31027670496
1994,Louisiana,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,996.208809775964
1994,Louisiana,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,609.290341032051
1994,Louisiana,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,612.401669813874
1994,Louisiana,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1190.224317554
1994,Louisiana,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,932.754133293945
1994,Maine,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,869.101156154686
1994,Maine,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1212.99733668623
1994,Maine,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1746.07300385822
1994,Maine,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,2022.73922570468
1994,Maine,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,867.771753132056
1994,Maryland,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,919.731133246963
1994,Maryland,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,348.962332661105
1994,Maryland,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,702.015971752135
1994,Maryland,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,1151.73635946126
1994,Maryland,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,859.018574300086
1994,Massachusetts,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,838.658803039417
1994,Massachusetts,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",overall,STATEFP,292.059352228268
